Code INSEE;Code Postal;Commune;Département;Région;geo_point_2d;Code Département;Code Région
48062;48300;FONTANES;LOZERE;LANGUEDOC-ROUSSILLON;44.7806831391, 3.78007845664;48;91
48063;48700;FONTANS;LOZERE;LANGUEDOC-ROUSSILLON;44.7447322312, 3.37636258527;48;91
48064;48310;FOURNELS;LOZERE;LANGUEDOC-ROUSSILLON;44.8115219718, 3.12932702251;48;91
48065;48400;FRAISSINET-DE-FOURQUES;LOZERE;LANGUEDOC-ROUSSILLON;44.2089087169, 3.53134006271;48;91
48066;48220;FRAISSINET-DE-LOZERE;LOZERE;LANGUEDOC-ROUSSILLON;44.3953527319, 3.7033715625;48;91
48067;48110;GABRIAC;LOZERE;LANGUEDOC-ROUSSILLON;44.1784497946, 3.71130756296;48;91
48068;48100;GABRIAS;LOZERE;LANGUEDOC-ROUSSILLON;44.5531806601, 3.37940446458;48;91
48069;48150;GATUZIERES;LOZERE;LANGUEDOC-ROUSSILLON;44.1950868621, 3.49763818762;48;91
48070;48600;GRANDRIEU;LOZERE;LANGUEDOC-ROUSSILLON;44.7775011056, 3.64068574736;48;91
48071;48260;GRANDVALS;LOZERE;LANGUEDOC-ROUSSILLON;44.7313582398, 3.05208837669;48;91
48072;48100;GREZES;LOZERE;LANGUEDOC-ROUSSILLON;44.5156264154, 3.34372091162;48;91
48073;48340;LES HERMAUX;LOZERE;LANGUEDOC-ROUSSILLON;44.5235838442, 3.13204161699;48;91
48074;48150;HURES-LA-PARADE;LOZERE;LANGUEDOC-ROUSSILLON;44.2477855743, 3.38671686597;48;91
48075;48320;ISPAGNAC;LOZERE;LANGUEDOC-ROUSSILLON;44.3984529023, 3.53146290562;48;91
48076;48130;JAVOLS;LOZERE;LANGUEDOC-ROUSSILLON;44.6928904154, 3.33324794395;48;91
48077;48140;JULIANGES;LOZERE;LANGUEDOC-ROUSSILLON;44.9365351295, 3.31930842194;48;91
48078;48100;LACHAMP;LOZERE;LANGUEDOC-ROUSSILLON;44.608308126, 3.37038501649;48;91
48079;48120;LAJO;LOZERE;LANGUEDOC-ROUSSILLON;44.8288847769, 3.439863707;48;91
48080;48300;LANGOGNE;LOZERE;LANGUEDOC-ROUSSILLON;44.7237405653, 3.83363110341;48;91
48081;48000;LANUEJOLS;LOZERE;LANGUEDOC-ROUSSILLON;44.4904680879, 3.58785456631;48;91
48082;48170;LAUBERT;LOZERE;LANGUEDOC-ROUSSILLON;44.5972040067, 3.64498618428;48;91
48083;48700;LES LAUBIES;LOZERE;LANGUEDOC-ROUSSILLON;44.7021823175, 3.44235183055;48;91
48084;48600;LAVAL-ATGER;LOZERE;LANGUEDOC-ROUSSILLON;44.8022090372, 3.70257877423;48;91
48085;48500;LAVAL-DU-TARN;LOZERE;LANGUEDOC-ROUSSILLON;44.3736109677, 3.34460539469;48;91
48086;48250;LUC;LOZERE;LANGUEDOC-ROUSSILLON;44.6366875851, 3.86550888829;48;91
48087;48270;MALBOUZON;LOZERE;LANGUEDOC-ROUSSILLON;44.7070956214, 3.13030307295;48;91
48088;48210;LA MALENE;LOZERE;LANGUEDOC-ROUSSILLON;44.3020788352, 3.31365173313;48;91
48089;48140;LE MALZIEU-FORAIN;LOZERE;LANGUEDOC-ROUSSILLON;44.8695737618, 3.38991258654;48;91
48090;48140;LE MALZIEU-VILLE;LOZERE;LANGUEDOC-ROUSSILLON;44.8630758811, 3.33643761858;48;91
48091;48260;MARCHASTEL;LOZERE;LANGUEDOC-ROUSSILLON;44.6417575332, 3.10788054889;48;91
48092;48100;MARVEJOLS;LOZERE;LANGUEDOC-ROUSSILLON;44.5581181858, 3.28780886743;48;91
48093;48190;MAS-D'ORCIERES;LOZERE;LANGUEDOC-ROUSSILLON;44.4558840853, 3.71168776074;48;91
48094;48500;LE MASSEGROS;LOZERE;LANGUEDOC-ROUSSILLON;44.2937484234, 3.15910137508;48;91
48095;48000;MENDE;LOZERE;LANGUEDOC-ROUSSILLON;44.5294508592, 3.48086881176;48;91
48096;48150;MEYRUEIS;LOZERE;LANGUEDOC-ROUSSILLON;44.1719020208, 3.4516638341;48;91
48097;48110;MOISSAC-VALLEE-FRANCAISE;LOZERE;LANGUEDOC-ROUSSILLON;44.157860146, 3.79127521457;48;91
48098;48110;MOLEZON;LOZERE;LANGUEDOC-ROUSSILLON;44.2188601955, 3.69509468816;48;91
48099;48100;LE MONASTIER-PIN-MORIES;LOZERE;LANGUEDOC-ROUSSILLON;44.5109335104, 3.22653031553;48;91
48100;48170;MONTBEL;LOZERE;LANGUEDOC-ROUSSILLON;44.5963342329, 3.71249068186;48;91
48101;48210;MONTBRUN;LOZERE;LANGUEDOC-ROUSSILLON;44.3167366431, 3.50947194935;48;91
48103;48100;MONTRODAT;LOZERE;LANGUEDOC-ROUSSILLON;44.5574972812, 3.32949888703;48;91
48104;48260;NASBINALS;LOZERE;LANGUEDOC-ROUSSILLON;44.6444140961, 3.04893734063;48;91
48105;48300;NAUSSAC;LOZERE;LANGUEDOC-ROUSSILLON;44.7573739721, 3.8000356543;48;91
48106;48310;NOALHAC;LOZERE;LANGUEDOC-ROUSSILLON;44.7988546205, 3.11483101458;48;91
48107;48100;PALHERS;LOZERE;LANGUEDOC-ROUSSILLON;44.5204094847, 3.30780766253;48;91
48108;48600;LA PANOUSE;LOZERE;LANGUEDOC-ROUSSILLON;44.7368256595, 3.58794717174;48;91
48110;48140;PAULHAC-EN-MARGERIDE;LOZERE;LANGUEDOC-ROUSSILLON;44.9435917668, 3.38544485053;48;91
48111;48000;PELOUSE;LOZERE;LANGUEDOC-ROUSSILLON;44.5725282842, 3.60664798147;48;91
48112;48300;PIERREFICHE;LOZERE;LANGUEDOC-ROUSSILLON;44.685286546, 3.73234366061;48;91
48115;48110;LE POMPIDOU;LOZERE;LANGUEDOC-ROUSSILLON;44.2034836971, 3.65983483372;48;91
48116;48220;LE PONT-DE-MONTVERT;LOZERE;LANGUEDOC-ROUSSILLON;44.3742853816, 3.76917997857;48;91
48117;48800;POURCHARESSES;LOZERE;LANGUEDOC-ROUSSILLON;44.434038613, 3.89869744048;48;91
48119;48800;PREVENCHERES;LOZERE;LANGUEDOC-ROUSSILLON;44.5189016289, 3.92049351127;48;91
48120;48100;PRINSUEJOLS;LOZERE;LANGUEDOC-ROUSSILLON;44.6685331995, 3.1689820351;48;91
48121;48200;PRUNIERES;LOZERE;LANGUEDOC-ROUSSILLON;44.8174063677, 3.3349356186;48;91
48122;48320;QUEZAC;LOZERE;LANGUEDOC-ROUSSILLON;44.3551038651, 3.51863359908;48;91
48123;48260;RECOULES-D'AUBRAC;LOZERE;LANGUEDOC-ROUSSILLON;44.6928193837, 3.03731293861;48;91
48124;48100;RECOULES-DE-FUMAS;LOZERE;LANGUEDOC-ROUSSILLON;44.6318260486, 3.3333350494;48;91
48125;48500;LE RECOUX;LOZERE;LANGUEDOC-ROUSSILLON;44.3437335898, 3.16392711408;48;91
48126;48700;RIBENNES;LOZERE;LANGUEDOC-ROUSSILLON;44.6498972232, 3.386003003;48;91
48127;48700;RIEUTORT-DE-RANDON;LOZERE;LANGUEDOC-ROUSSILLON;44.6238353175, 3.4886504946;48;91
48128;48200;RIMEIZE;LOZERE;LANGUEDOC-ROUSSILLON;44.764646204, 3.31719285575;48;91
48129;48300;ROCLES;LOZERE;LANGUEDOC-ROUSSILLON;44.7026866095, 3.78578869081;48;91
48130;48400;ROUSSES;LOZERE;LANGUEDOC-ROUSSILLON;44.1935759156, 3.57352564571;48;91
48131;48150;LE ROZIER;LOZERE;LANGUEDOC-ROUSSILLON;44.1953326945, 3.21846877697;48;91
48132;48120;SAINT-ALBAN-SUR-LIMAGNOLE;LOZERE;LANGUEDOC-ROUSSILLON;44.796708709, 3.40321537339;48;91
48133;48700;SAINT-AMANS;LOZERE;LANGUEDOC-ROUSSILLON;44.6683375494, 3.45507468285;48;91
48134;48160;SAINT-ANDEOL-DE-CLERGUEMORT;LOZERE;LANGUEDOC-ROUSSILLON;44.2996352454, 3.90517923805;48;91
48135;48800;SAINT-ANDRE-CAPCEZE;LOZERE;LANGUEDOC-ROUSSILLON;44.4177897224, 3.94229613948;48;91
48136;48240;SAINT-ANDRE-DE-LANCIZE;LOZERE;LANGUEDOC-ROUSSILLON;44.2738839787, 3.79461663158;48;91
48137;48000;SAINT-BAUZILE;LOZERE;LANGUEDOC-ROUSSILLON;44.4690744788, 3.49143883359;48;91
48138;48100;SAINT-BONNET-DE-CHIRAC;LOZERE;LANGUEDOC-ROUSSILLON;44.5036552745, 3.27693458859;48;91
48139;48600;SAINT-BONNET-DE-MONTAUROUX;LOZERE;LANGUEDOC-ROUSSILLON;44.8174157178, 3.72227564708;48;91
48140;48200;SAINT-CHELY-D'APCHER;LOZERE;LANGUEDOC-ROUSSILLON;44.8126363545, 3.2751576154;48;91
48141;48210;MAS-SAINT-CHELY;LOZERE;LANGUEDOC-ROUSSILLON;44.3091282875, 3.4143985008;48;91
48142;48130;SAINTE-COLOMBE-DE-PEYRE;LOZERE;LANGUEDOC-ROUSSILLON;44.6769208097, 3.23191868734;48;91
48144;48110;SAINTE-CROIX-VALLEE-FRANCAISE;LOZERE;LANGUEDOC-ROUSSILLON;44.1863337479, 3.74222985458;48;91
48145;48700;SAINT-DENIS-EN-MARGERIDE;LOZERE;LANGUEDOC-ROUSSILLON;44.7410960032, 3.47353884292;48;91
48146;48210;SAINTE-ENIMIE;LOZERE;LANGUEDOC-ROUSSILLON;44.3777129567, 3.41934570392;48;91
48147;48000;SAINT-ETIENNE-DU-VALDONNEZ;LOZERE;LANGUEDOC-ROUSSILLON;44.4420560828, 3.57373923919;48;91
48148;48330;SAINT-ETIENNE-VALLEE-FRANCAISE;LOZERE;LANGUEDOC-ROUSSILLON;44.1711188054, 3.8568943356;48;91
48149;48120;SAINTE-EULALIE;LOZERE;LANGUEDOC-ROUSSILLON;44.7843192803, 3.48437305584;48;91
48150;48300;SAINT-FLOUR-DE-MERCOIRE;LOZERE;LANGUEDOC-ROUSSILLON;44.6814106122, 3.82941959224;48;91
48151;48170;SAINT-FREZAL-D'ALBUGES;LOZERE;LANGUEDOC-ROUSSILLON;44.580874652, 3.76717918984;48;91
48152;48240;SAINT-FREZAL-DE-VENTALON;LOZERE;LANGUEDOC-ROUSSILLON;44.2940872699, 3.8666152032;48;91
48153;48700;SAINT-GAL;LOZERE;LANGUEDOC-ROUSSILLON;44.6677397831, 3.41592493596;48;91
48154;48500;SAINT-GEORGES-DE-LEVEJAC;LOZERE;LANGUEDOC-ROUSSILLON;44.3347458529, 3.23583489511;48;91
48155;48370;SAINT-GERMAIN-DE-CALBERTE;LOZERE;LANGUEDOC-ROUSSILLON;44.2216658847, 3.81002631474;48;91
48156;48340;SAINT-GERMAIN-DU-TEIL;LOZERE;LANGUEDOC-ROUSSILLON;44.48168833, 3.17237902865;48;91
48157;48190;SAINTE-HELENE;LOZERE;LANGUEDOC-ROUSSILLON;44.5200305066, 3.60341341973;48;91
48158;48160;SAINT-HILAIRE-DE-LAVIT;LOZERE;LANGUEDOC-ROUSSILLON;44.2534149147, 3.85445517188;48;91
48160;48170;SAINT-JEAN-LA-FOUILLOUSE;LOZERE;LANGUEDOC-ROUSSILLON;44.7097136887, 3.69001544129;48;91
48161;48310;SAINT-JUERY;LOZERE;LANGUEDOC-ROUSSILLON;44.8298892181, 3.08370934221;48;91
48162;48400;SAINT-JULIEN-D'ARPAON;LOZERE;LANGUEDOC-ROUSSILLON;44.301436191, 3.68067181243;48;91
48163;48160;SAINT-JULIEN-DES-POINTS;LOZERE;LANGUEDOC-ROUSSILLON;44.259634137, 3.96080381254;48;91
48164;48190;SAINT-JULIEN-DU-TOURNEL;LOZERE;LANGUEDOC-ROUSSILLON;44.4951981731, 3.67969267896;48;91
48165;48100;SAINT-LAURENT-DE-MURET;LOZERE;LANGUEDOC-ROUSSILLON;44.5986955189, 3.17537194079;48;91
48166;48400;SAINT-LAURENT-DE-TREVES;LOZERE;LANGUEDOC-ROUSSILLON;44.2744783106, 3.6064413039;48;91
48167;48310;SAINT-LAURENT-DE-VEYRES;LOZERE;LANGUEDOC-ROUSSILLON;44.7666501599, 3.1233766072;48;91
48168;48100;SAINT-LEGER-DE-PEYRE;LOZERE;LANGUEDOC-ROUSSILLON;44.604203879, 3.30637134661;48;91
48169;48140;SAINT-LEGER-DU-MALZIEU;LOZERE;LANGUEDOC-ROUSSILLON;44.8986893937, 3.31608500848;48;91
48170;48160;SAINT-MARTIN-DE-BOUBAUX;LOZERE;LANGUEDOC-ROUSSILLON;44.194298693, 3.9183444604;48;91
48171;48110;SAINT-MARTIN-DE-LANSUSCLE;LOZERE;LANGUEDOC-ROUSSILLON;44.2230644532, 3.75067066931;48;91
48172;48220;SAINT-MAURICE-DE-VENTALON;LOZERE;LANGUEDOC-ROUSSILLON;44.3393125604, 3.81730086978;48;91
48173;48160;SAINT-MICHEL-DE-DEZE;LOZERE;LANGUEDOC-ROUSSILLON;44.240223078, 3.88529361784;48;91
48174;48600;SAINT-PAUL-LE-FROID;LOZERE;LANGUEDOC-ROUSSILLON;44.7953874731, 3.5412624136;48;91
48175;48340;SAINT-PIERRE-DE-NOGARET;LOZERE;LANGUEDOC-ROUSSILLON;44.4874734198, 3.1270768416;48;91
48176;48150;SAINT-PIERRE-DES-TRIPIERS;LOZERE;LANGUEDOC-ROUSSILLON;44.2243200504, 3.26998184024;48;91
48177;48200;SAINT-PIERRE-LE-VIEUX;LOZERE;LANGUEDOC-ROUSSILLON;44.844671879, 3.30623246683;48;91
48178;48240;SAINT-PRIVAT-DE-VALLONGUE;LOZERE;LANGUEDOC-ROUSSILLON;44.2854432826, 3.82446827604;48;91
48179;48140;SAINT-PRIVAT-DU-FAU;LOZERE;LANGUEDOC-ROUSSILLON;44.9186181805, 3.35635253803;48;91
48180;48500;SAINT-ROME-DE-DOLAN;LOZERE;LANGUEDOC-ROUSSILLON;44.2694614271, 3.19482557519;48;91
48181;48500;SAINT-SATURNIN;LOZERE;LANGUEDOC-ROUSSILLON;44.405047281, 3.1969905802;48;91
48182;48170;SAINT-SAUVEUR-DE-GINESTOUX;LOZERE;LANGUEDOC-ROUSSILLON;44.7018049753, 3.61535812137;48;91
48183;48130;SAINT-SAUVEUR-DE-PEYRE;LOZERE;LANGUEDOC-ROUSSILLON;44.652810778, 3.2885496609;48;91
48184;48600;SAINT-SYMPHORIEN;LOZERE;LANGUEDOC-ROUSSILLON;44.8399709197, 3.62339715605;48;91
48185;48230;LES SALELLES;LOZERE;LANGUEDOC-ROUSSILLON;44.4847386708, 3.27413095434;48;91
48186;48400;LA SALLE-PRUNET;LOZERE;LANGUEDOC-ROUSSILLON;44.3195409889, 3.64200394429;48;91
48187;48100;LES SALCES;LOZERE;LANGUEDOC-ROUSSILLON;44.5611463487, 3.13595674342;48;91
48188;48700;SERVERETTE;LOZERE;LANGUEDOC-ROUSSILLON;44.7000537421, 3.39168881156;48;91
48189;48000;SERVIERES;LOZERE;LANGUEDOC-ROUSSILLON;44.5862173943, 3.41770447473;48;91
48190;48310;TERMES;LOZERE;LANGUEDOC-ROUSSILLON;44.8258552553, 3.16928104788;48;91
48191;48500;LA TIEULE;LOZERE;LANGUEDOC-ROUSSILLON;44.3826211706, 3.16213006652;48;91
48192;48340;TRELANS;LOZERE;LANGUEDOC-ROUSSILLON;44.520157863, 3.09375123863;48;91
48193;48400;VEBRON;LOZERE;LANGUEDOC-ROUSSILLON;44.2551348683, 3.54353418299;48;91
48194;48220;VIALAS;LOZERE;LANGUEDOC-ROUSSILLON;44.3430125499, 3.89043012589;48;91
48195;48210;LES VIGNES;LOZERE;LANGUEDOC-ROUSSILLON;44.268883271, 3.25062860598;48;91
48197;48700;LA VILLEDIEU;LOZERE;LANGUEDOC-ROUSSILLON;44.7170082266, 3.53559461062;48;91
48198;48800;VILLEFORT;LOZERE;LANGUEDOC-ROUSSILLON;44.4441033418, 3.93038185016;48;91
49001;49320;LES ALLEUDS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3148893703, -0.416673059864;49;52
49002;49650;ALLONNES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3034746947, 0.0111127082363;49;52
49003;49700;AMBILLOU-CHATEAU;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2573828474, -0.337427788842;49;52
49004;49800;ANDARD;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4817019575, -0.390969580549;49;52
49005;49220;ANDIGNE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6655807564, -0.78946983748;49;52
49006;49600;ANDREZE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.1686150127, -0.96114235668;49;52
49007;49000/49100;ANGERS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.476837416, -0.556125995444;49;52
49008;49440;ANGRIE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5778407482, -0.968142946141;49;52
49009;49260;ANTOIGNE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.0784768788, -0.131764667589;49;52
49010;49420;ARMAILLE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7134820734, -1.137864787;49;52
49011;49260;ARTANNES-SUR-THOUET;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2019406008, -0.0969244084187;49;52
49012;49540;AUBIGNE-SUR-LAYON;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2124010372, -0.472931660445;49;52
49013;49490;AUVERSE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5005493445, 0.0389865694982;49;52
49014;49500;AVIRE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7118822608, -0.791626507041;49;52
49015;49240;AVRILLE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5057106265, -0.600788940942;49;52
49017;49430;BARACE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6427261834, -0.357767481621;49;52
49018;49150;BAUGE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5466894738, -0.109021794815;49;52
49019;49140;BAUNE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5102759671, -0.339256447108;49;52
49020;49070;BEAUCOUZE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4744512295, -0.63405515785;49;52
49021;49250;BEAUFORT-EN-VALLEE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4363863926, -0.206986791966;49;52
49022;49750;BEAULIEU-SUR-LAYON;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3187109536, -0.600035399851;49;52
49023;49600;BEAUPREAU;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2125984545, -0.983619028639;49;52
49024;49410;BEAUSSE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3243023518, -0.936035810647;49;52
49025;49140;BEAUVAU;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5945239256, -0.254061152947;49;52
49026;49370;BECON-LES-GRANITS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4995106103, -0.799139218655;49;52
49027;49122;BEGROLLES-EN-MAUGES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.133273239, -0.931697835787;49;52
49028;49170;BEHUARD;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.376691016, -0.653915821734;49;52
49029;49320;BLAISON-GOHIER;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3908187654, -0.380019189582;49;52
49030;49160;BLOU;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3630441484, -0.0536103057427;49;52
49031;49150;BOCE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5102581602, -0.0810301839257;49;52
49032;49800;LA BOHALLE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4265669323, -0.387703931348;49;52
49033;49110;LA BOISSIERE-SUR-EVRE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3038517903, -1.0888537651;49;52
49034;49110;BOTZ-EN-MAUGES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3084852544, -0.996148047252;49;52
49035;49080;BOUCHEMAINE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4307669874, -0.627122133651;49;52
49036;49520;BOUILLE-MENARD;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7381032955, -0.969364603994;49;52
49037;49520;LE BOURG-D'IRE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6705697053, -0.969128489378;49;52
49038;49520;BOURG-L'EVEQUE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7329044493, -1.01480048811;49;52
49039;49290;BOURGNEUF-EN-MAUGES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3091755336, -0.858861945837;49;52
49040;49530;BOUZILLE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.339072302, -1.1079893405;49;52
49041;49650;BRAIN-SUR-ALLONNES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3056918695, 0.0710549100336;49;52
49042;49800;BRAIN-SUR-L'AUTHION;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4579744992, -0.407593610231;49;52
49043;49220;BRAIN-SUR-LONGUENEE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5817335655, -0.773542852237;49;52
49044;49490;BREIL;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.473768222, 0.167566733068;49;52
49045;49390;LA BREILLE-LES-PINS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3510849572, 0.0835955334414;49;52
49046;49260;BREZE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.1659198942, -0.0543045916422;49;52
49047;49700;BRIGNE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2441365877, -0.378451731955;49;52
49048;49125;BRIOLLAY;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.57639762, -0.497931074064;49;52
49049;49250;BRION;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4394508872, -0.143787397217;49;52
49050;49320;BRISSAC-QUINCE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3416678749, -0.441366325976;49;52
49051;49330;BRISSARTHE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7115167472, -0.463072395365;49;52
49052;49490;BROC;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5898671292, 0.197416645494;49;52
49053;49700;BROSSAY;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.1680323936, -0.216255821188;49;52
49054;49440;CANDE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5585230813, -1.03503351449;49;52
49055;49460;CANTENAY-EPINARD;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5380581206, -0.566473143041;49;52
49056;49420;CARBAY;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7315510459, -1.2261277126;49;52
49057;49310;CERNUSSON;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.1678543768, -0.482175305378;49;52
49058;49360;LES CERQUEUX;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.0057486644, -0.641214387414;49;52
49059;49310;LES CERQUEUX-SOUS-PASSAVANT;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.107907675, -0.473710899042;49;52
49060;49400;CHACE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2066359278, -0.0708098589193;49;52
49061;49440;CHALLAIN-LA-POTHERIE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6319922326, -1.07146744794;49;52
49062;49490;CHALONNES-SOUS-LE-LUDE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5572762686, 0.176064952548;49;52
49063;49290;CHALONNES-SUR-LOIRE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3494785235, -0.772675582911;49;52
49064;49220;CHAMBELLAY;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6887999605, -0.69354489611;49;52
49065;49330;CHAMPIGNE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6653059504, -0.570426298247;49;52
49066;49380;CHAMP-SUR-LAYON;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2634009053, -0.569361775219;49;52
49067;49220;CHAMPTEUSSE-SUR-BACONNE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6694970175, -0.65425867074;49;52
49068;49123;CHAMPTOCE-SUR-LOIRE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4299165836, -0.874606992873;49;52
49069;49270;CHAMPTOCEAUX;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3218941947, -1.26053581871;49;52
49070;49340;CHANTELOUP-LES-BOIS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.084888395, -0.691577840535;49;52
49071;49750;CHANZEAUX;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2677087526, -0.651076217738;49;52
49072;49600;LA CHAPELLE-DU-GENET;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.178817079, -1.0118497942;49;52
49073;49420;LA CHAPELLE-HULLIN;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7577299396, -1.06746334675;49;52
49074;49120;LA CHAPELLE-ROUSSELIN;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.1940386192, -0.802486150568;49;52
49075;49410;LA CHAPELLE-SAINT-FLORENT;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3266712224, -1.05735826436;49;52
49076;49140;LA CHAPELLE-SAINT-LAUD;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6139328972, -0.298192588523;49;52
49077;49500;LA CHAPELLE-SUR-OUDON;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6665870157, -0.829317480119;49;52
49078;49320;CHARCE-SAINT-ELLIER-SUR-AUBANCE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3522114874, -0.403200268067;49;52
49079;49150;CHARTRENE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.4887560979, -0.128275149468;49;52
49080;49330;CHATEAUNEUF-SUR-SARTHE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6841712906, -0.495930395639;49;52
49081;49520;CHATELAIS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7621935629, -0.934797324242;49;52
49082;49290;CHAUDEFONDS-SUR-LAYON;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3253239782, -0.721782727229;49;52
49083;49110;CHAUDRON-EN-MAUGES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2830904498, -0.964088587377;49;52
49084;49140;CHAUMONT-D'ANJOU;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5389544435, -0.292873456383;49;52
49085;49600;LA CHAUSSAIRE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2087999862, -1.15332284562;49;52
49086;49380;CHAVAGNES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.274007949, -0.439804383087;49;52
49087;49490;CHAVAIGNES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.5440518472, 0.0423849749559;49;52
49088;49420;CHAZE-HENRY;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.7595620628, -1.11116254411;49;52
49089;49500;CHAZE-SUR-ARGOS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6147680187, -0.897982444715;49;52
49090;49125;CHEFFES;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.6253057182, -0.519918963857;49;52
49091;49320;CHEMELLIER;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.3369696045, -0.358947664736;49;52
49092;49120;CHEMILLE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.2272268469, -0.730188160448;49;52
